# label<TAB>title<TAB>abstract  (1 = corrects another paper)
1	Revisiting "A universal model for the Lorenz curve with novel applications''	This research reviews several crucial aspects of the universal model for the Lorenz curve proposed by Sitthiyot and Holasut (2023) (hereafter, SH (2023)). A first issue concerns the mathematical definition of the proposed curves. The four functional forms introduced by SH (2023) do not satisfy the necessary and sufficient conditions for a valid Lorenz curve. We propose corrected versions of the previous curves and derive analytical expressions for some measures of inequality.
1	On questions of Pogorelov and Toponogov	We give explicit counterexamples to two questions. One is asked by Pogorelov and the other is by Toponogov. These questions concern the existence of closed asymptotic curves in a saddle surface, namely a complete immersed regular surface in $\mathbb{R}^3$ with nonpositive Gaussian/sectional curvature, and its geometric consequences under some topological conditions. We also modify the statements and prove a corrected version. In the appendix we include an example clarifying a conjecture of Milno
0	Rigidity and flexibility of discrete conjugate nets with flexible $3 \times 3$-subnets	Discrete conjugate nets (also known as quad-surfaces) are polyhedral surfaces made of quadrilaterals connected in the combinatorics of the square grid. A generic discrete conjugate net is rigid. The present article contains counterexamples to an erroneous statement that a non-degenerate discrete conjugate net with flexible $3 \times 3$-subnets is flexible and proves a corrected version of it under stronger non-degeneracy assumptions.
0	A short note on Meyers' theorem	We consider weak solutions of the second-order elliptic equation $\operatorname{div} (\mathbf{M}\nabla u) = \operatorname{div}\mathbf{F}$ in $Ω\subset {\mathbb R}^d$ with Dirichlet boundary conditions, where $\mathbf{M}$ is a uniformly elliptic real-valued symmetric matrix $\mathbf{M}:Ω\rightarrow \mathbb{R}^{d\times d}$ such that $\frac{1}{K} |ξ|^2 \leq\langle \mathbf{M}ξ,ξ\rangle \leq K |ξ|^2, \forall ξ\in \mathbb{R}^d, K > 1$. We prove that $\|\nabla u\|_p \leq C\|\mathbf{F}\|_p$ for any $p\i
0	A Note on Unbounded Convergences in Fremlin Projective Tensor Products	We prove that the Fremlin projective tensor product of Banach lattices preserves unbounded norm convergence and unbounded absolute weak convergence of elementary tensors without any additional assumptions. The main tool is a tensor-lattice estimate controlling expressions of the form \[ \lvert x_α\otimes y_β-x\otimes y\rvert \wedge w, \] where $w$ is positive in the tensor product. This provides a direct and simplified proof of permanence results previously obtained under extra hypotheses.
0	A note on the self-intersection of rational unicuspidal curve with one Puiseux pair	For any $(p,q)$, we proved the existence of a rational unicuspidal curve with one Puiseux pair $(p,q)$ in an algebraic surface, with a self-intersection which realizes the upper bound $m_{p,q}$ conjectured by the first-named author in \cite{C}, thus strengthening the symplectic version of the result in \cite{C}. These ``optimal" curves were obtained by examining two infinite families of rational bicuspidal curves, one in $CP^2$ and one in $CP^1\times CP^1$. In order to facilitate the computation
0	A note on generalized BV mean curvature flow with a critical forcing term	In this note, we show that a weak mean curvature flow with critical forcing term obtained by Liu--Tonegawa (2024) satisfies the BV-type area change formula, that is, their flow is not only a Brakke flow but also a generalized BV flow, which is proposed by Stuvard--Tonegawa (2024). To establish this result, we identify minimal conditions under which a Brakke flow satisfies the area-change formula. As an application of our main theorem, we derive a lower bound for the extinction time of generalize
0	A note on some upper bounds for the Frobenius norm of the $q$-deformed commutator	For two square complex matrices $A,B,$ and a real number $q$, the $q$-deformed commutator of $A$ and $B$ is defined as $AB-qBA$. We give some upper bounds on the Frobenius norm of the $q$-deformed commutator in the case $q\ge0$. All of the inequalities derived in this paper generalize the Böttcher-Wenzel inequality.
1	A note on relativistic kinetic Schauder estimates	In this note, motivated by \cite{DW26}, we construct counterexamples to momentum-only Schauder estimates for linear kinetic equations with relativistic transport. The construction exploits a structural compatibility between the nonlinear momentum-to-velocity map and a single fixed pair of smooth diffusion and drift coefficients: after conjugation, the diffusion becomes the Laplacian and all induced first-order terms cancel. Thus the obstruction is realized for one fixed operator, uniformly ellip
0	Adversarial Causal Intervention Falsification	Generative models can reproduce an observational distribution while encoding an incorrect causal structure. We study a sequential game in which a structural causal generator proposes observational and interventional distributions, while an adversarial experimentalist selects interventions intended to maximally falsify the generator. The discriminator is therefore not merely a real-versus-synthetic classifier: it is indexed by an intervention and tests whether the generator reproduces the corresp
0	Marginal Matching Does Not License Factorized Sampling: Auditing Conditional Style Leakage in Factorized Generative Models	Factorized generative models commonly regularize a latent style variable z_s by matching its marginal distribution to a fixed Gaussian prior and interpret this as evidence that the style representation is independent of class information. We show that this interpretation is incorrect. Matching only the marginal distribution places no constraint on the class-conditional distributions, allowing the latent style to remain highly predictive of the label despite appearing perfectly Gaussian in aggreg
0	Should the Boundary Term Be Learned in Reflected Diffusion? Conormal Trace and Reflection Masking	We study score learning for reflected diffusion on bounded domains. Reflection keeps trajectories feasible but does not ensure that the learned score satisfies the boundary behavior implied by the forward process. With implicit score matching, integration by parts leaves a boundary term, and we show that it depends on one scalar at each boundary point: the diffusion- weighted normal component of the score, or conormal trace. The no-flux condition fixes this value while leaving the re- maining bo
0	A Bayesian Weakest-Link Framework for Joint Estimation of Material Strength and Stress Profile	For structural components whose failure is governed by the weakest-link theory, existing reliability models typically either assume that the underlying mechanical model is known or neglect to exploit the spatial information contained in observed failure locations. In practice, however, idealized mechanical models may systematically deviate from the actual stress due to simplifying or incorrect assumptions. To address this limitation, we propose a hierarchical Bayesian weakest-link model that joi
0	Large language models improve physician accuracy but lead to false reliance	Retrieval-augmented large language models (LLMs) promise source-linked clinical support, but their value depends on whether displayed evidence guides rather than distorts physician reliance. We developed CORA, an agentic retrieval-augmented LLM, to investigate how source-linked assistance affects physician decision-making. CORA maintained benchmark performance and achieved larger gains on cases published after the models' training-data cutoffs. In a study of 46 physicians, accuracy increased fro
0	Extensions in Semiparametric Geostatistical Models	In spatial statistics, the incorrect selection of an appropriate covariance function may lead to inference errors and confidence underestimation. Motivated by such restrictions, we introduce and evaluate a flexible semiparametric approach for estimating spatial covariance functions based on Bernstein polynomials. The proposed formulation is general and applicable to classes of models that incorporate latent spatial effects in georeferenced data, such as Spatial Generalized Linear Mixed Models. E
0	Signed Matrix Thinning and Projection Estimation for Integer-Valued Autoregressive Models	Integer-valued time series are ubiquitous in fields such as finance, economics, and epidemiology. As spatiotemporal data structures in these domains grow increasingly complex and high-dimensional, the matrix integer-valued autoregressive (MINAR) model efficiently captures row-column cross-correlations to reduce dimensionality. However, it fundamentally fails to accommodate negative values, which is a critical flaw for analyzing real-world differenced data or financial tick fluctuations. To bridg
0	Paradoxes Are Not Contradictions: Re-examining the Third Mathematical Crisis	Russell's paradox was proposed in the early 20th century to address loopholes in set theory, which directly triggered the third mathematical crisis. This paper proposes and elaborates a perspective distinct from previous studies: paradoxes do not give rise to contradictions; instead, they constitute a Möbius strip-style self-consistent logical structure via self-reference and negation under the logical rules within a system. Gödel's incompleteness theorems indicate that such structures universal
0	Symmetric lexicographic symmetric-subset reverse search for the enumeration of circuits, cocircuits, and triangulations up to symmetry	This paper introduces, analyzes, and applies variants of the enumeration framework symmetric lexicographic symmetric-subset reverse search for the enumeration of symmetric feasible subsets of a finite set up to symmetry. The framework is implemented in detail for three applications: cocircuits, circuits, and triangulations of point configurations. There are two new methods presented and analyzed to check the lexicographic minimality of a subset in its orbit: the critical-element method and the m
0	The Agentic Garden of Forking Paths	Empirical research rarely admits a unique analysis. Different analytical choices can lead to different conclusions from the same data, yet these hidden forking paths are difficult to observe. We show that AI agents capture much of the analytical variation among human researchers while making these paths explicit. Across four high-stakes domains, assigning different personas is sufficient for AI agents to report divergent, often opposing, conclusions from the same data and question, with findings
0	Conjectures of Bernstein and Erd\H os for weighted Lagrange interpolation on the halfline with exponential weights	Let I=[a,b] and consider the degree n Lagrange interpolation at the nodes x, where x\in S:={x=(x_0,x_1,...,x_n):a=x_0<x_1<...<x_n=b}. Then the norm of the Lagrange interpolation operator is the maximum of the Lebesgue function L(x,t) on I. Bernstein conjectured that the norm of the Lagrange interpolation operator becomes minimal exactly for node systems which exhibit an equioscillation property in that the interval maxima m_k(x):=max_{[x_{k-1},x_k]} L(x,.)}, (k=1,...,n) are all equal. Erdős adde
